OTUid	Kingdom	K_identity	Phylum	P_identity	Class	C_identity	Order	O_identity	Family	F_identity	Genus	G_identity	Species	S_identity
Zotu7590	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.98	Ideonella	0.97	AsCoM_s_381	0.97
Zotu7815	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.61	Ideonella	0.24	AsCoM_s_381	0.17
Zotu839	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.46	Ideonella	0.29	AsCoM_s_381	0.29
Zotu9596	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.84	Burkholderiales	0.84	Comamonadaceae	0.82	Ideonella	0.41	AsCoM_s_381	0.41
Zotu9751	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.59	Comamonadaceae	0.58	Ideonella	0.36	AsCoM_s_381	0.33
Zotu980	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Ideonella	0.94	AsCoM_s_381	0.94
Zotu145	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Micrococcales	1	Micrococcaceae	1	Kocuria	1	Rothia_koreensis	1
Zotu3430	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Micrococcales	0.92	Micrococcaceae	0.64	Kocuria	0.64	Rothia_koreensis	0.64
Zotu578	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Propionibacteriales	1	Nocardioidaceae	1	Kribbella	1	Kribbella_sancticallisti	1
Zotu764	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Propionibacteriales	1	Nocardioidaceae	1	Kribbella	0.98	Kribbella_pittospori	0.51
Zotu304	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Labraceae	1	Labrys	1	AsCoM_s_689	1
Zotu684	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Rhodanobacteraceae	0.99	Luteibacter	0.96	AsCoM_s_1030	0.94
Zotu3245	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	0.56	Xanthomonadaceae	0.56	Lysobacter	0.36	Lysobacter_dokdonensis	0.17
Zotu3983	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	0.43	Xanthomonadaceae	0.35	Lysobacter	unknown	unknown	unknown
Zotu561	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Lysobacter	0.98	AsCoM_s_554	0.85
Zotu569	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Lysobacter	0.98	AsCoM_s_554	0.89
Zotu621	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Lysobacter	0.97	Lysobacter_gummosus	0.7
Zotu703	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Lysobacter	0.98	Lysobacter_ginsengisoli	0.98
Zotu83	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Lysobacter	0.91	Lysobacter_terricola	0.67
Zotu9043	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Lysobacter	0.93	unknown	unknown
Zotu548	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Propionibacteriales	1	Nocardioidaceae	1	Marmoricola	1	Marmoricola_pocheonensis	0.81
Zotu10460	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.94	Burkholderiales	0.94	Oxalobacteraceae	0.76	Massilia	0.21	AsCoM_s_171	0.13
Zotu172	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.7	AsCoM_s_657	0.33
Zotu182	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.87	AsCoM_s_2184	0.85
Zotu187	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.66	Massilia	0.28	Paraburkholderia_terricola	0.28
Zotu195	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.97	Massilia	0.42	AsCoM_s_657	0.34
Zotu256	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.43	AsCoM_s_256	0.23
Zotu36	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.55	AsCoM_s_310	0.31
Zotu3619	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.87	Burkholderiales	0.87	Oxalobacteraceae	0.84	Massilia	0.74	AsCoM_s_372	0.72
Zotu390	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.99	Massilia	0.96	AsCoM_s_372	0.96
Zotu424	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.37	AsCoM_s_256	0.19
Zotu426	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.93	Massilia	0.57	AsCoM_s_310	0.25
Zotu435	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.77	AsCoM_s_657	0.6
Zotu441	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.85	AsCoM_s_657	0.56
Zotu466	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.66	AsCoM_s_372	0.42
Zotu469	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.95	Burkholderiales	0.95	Oxalobacteraceae	0.88	Massilia	0.6	AsCoM_s_10969	0.46
Zotu4728	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.47	Massilia	0.22	AsCoM_s_657	0.11
Zotu487	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.61	Massilia	0.26	Paraburkholderia_terricola	0.24
Zotu504	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.81	AsCoM_s_1538	0.43
Zotu527	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.76	AsCoM_s_2184	0.53
Zotu537	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.76	AsCoM_s_2184	0.36
Zotu556	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.99	Massilia	0.51	AsCoM_s_657	0.51
Zotu5715	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.91	Burkholderiales	0.91	Oxalobacteraceae	0.88	Massilia	0.41	AsCoM_s_372	0.31
Zotu575	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.79	AsCoM_s_657	0.59
Zotu60	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.97	AsCoM_s_372	0.97
Zotu613	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.81	AsCoM_s_657	0.38
Zotu617	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.65	AsCoM_s_372	0.62
Zotu6286	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.69	Massilia	0.35	Variovorax_boronicumulans	0.24
Zotu660	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.97	Massilia	0.44	AsCoM_s_1442	0.14
Zotu721	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.89	Burkholderiales	0.89	Oxalobacteraceae	0.76	Massilia	0.3	Noviherbaspirillum_suwonense	0.23
Zotu729	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.8	Massilia	0.38	AsCoM_s_171	0.32
Zotu734	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.76	AsCoM_s_2184	0.72
Zotu758	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.92	AsCoM_s_7375	0.74
Zotu821	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.56	Massilia_plicata	0.44
Zotu843	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.53	Massilia	0.51	Massilia_kyonggiensis	0.48
Zotu87	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Massilia	0.87	AsCoM_s_2184	0.46
Zotu8967	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.88	Burkholderiales	0.88	Oxalobacteraceae	0.8	Massilia	0.6	AsCoM_s_657	0.29
Zotu8998	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.85	Massilia	0.43	AsCoM_s_15434	0.26
Zotu9071	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.59	Massilia	0.28	AsCoM_s_310	0.2
Zotu9679	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.93	Burkholderiales	0.93	Oxalobacteraceae	0.91	Massilia	0.81	AsCoM_s_372	0.8
Zotu1	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_amorphae	0.5
Zotu10565	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_metallidurans	1
Zotu11009	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.99	Rhizobiaceae	0.82	Mesorhizobium	0.79	Mesorhizobium_waitakense	0.42
Zotu1182	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	0.81	Mesorhizobium_waitakense	0.45
Zotu15	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.94	Mesorhizobium	0.87	Mesorhizobium_metallidurans	0.58
Zotu17	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.97	Rhizobiaceae	0.97	Mesorhizobium	0.9	Mesorhizobium_metallidurans	0.6
Zotu1727	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.83	Rhizobiaceae	0.83	Mesorhizobium	0.75	Mesorhizobium_metallidurans	0.46
Zotu175	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	0.93	Mesorhizobium_metallidurans	0.69
Zotu1829	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.76	Rhizobiaceae	0.76	Mesorhizobium	0.68	Mesorhizobium_metallidurans	0.44
Zotu2088	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.52	Mesorhizobium	0.48	Bradyrhizobium_erythrophlei	0.45
Zotu2298	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	0.66	Mesorhizobium_ciceri	0.2
Zotu2301	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.87	Mesorhizobium	0.86	Mesorhizobium_metallidurans	0.84
Zotu2462	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.98	Mesorhizobium	0.45	Mesorhizobium_amorphae	0.23
Zotu2511	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.93	Mesorhizobium	0.93	Mesorhizobium_metallidurans	0.92
Zotu295	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_metallidurans	0.55
Zotu296	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.99	Rhizobiaceae	0.99	Mesorhizobium	0.98	Mesorhizobium_amorphae	0.52
Zotu299	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.99	Rhizobiaceae	0.99	Mesorhizobium	0.98	Mesorhizobium_amorphae	0.52
Zotu3170	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.91	Rhizobiales	0.9	Rhizobiaceae	0.88	Mesorhizobium	0.87	Mesorhizobium_metallidurans	0.74
Zotu33	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.86	Rhizobiaceae	0.86	Mesorhizobium	0.82	Mesorhizobium_metallidurans	0.56
Zotu331	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.93	Rhizobiales	0.92	Rhizobiaceae	0.92	Mesorhizobium	0.53	Mesorhizobium_waitakense	0.17
Zotu3328	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_amorphae	0.52
Zotu3447	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_metallidurans	0.53
Zotu363	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.49	Mesorhizobium	0.47	Bradyrhizobium_lablabi	0.39
Zotu376	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_waitakense	0.46
Zotu4268	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.59	Rhizobiales	0.58	Rhizobiaceae	0.51	Mesorhizobium	0.51	Mesorhizobium_metallidurans	0.27
Zotu4726	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.95	Rhizobiales	0.79	Rhizobiaceae	0.71	Mesorhizobium	0.71	unknown	unknown
Zotu50	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiaceae	0.98	Mesorhizobium	0.9	Mesorhizobium_metallidurans	0.6
Zotu505	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	0.98	Mesorhizobium_amorphae	0.52
Zotu609	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	0.77	Mesorhizobium_plurifarium	0.45
Zotu611	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.99	Rhizobiales	0.91	Rhizobiaceae	0.91	Mesorhizobium	0.89	Mesorhizobium_metallidurans	0.78
Zotu6855	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	0.91	Mesorhizobium_metallidurans	0.38
Zotu700	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	0.46	Rhizobium_laguerreae	0.31
Zotu705	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.99	Rhizobiales	0.88	Rhizobiaceae	0.76	Mesorhizobium	0.69	Mesorhizobium_metallidurans	0.26
Zotu711	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_waitakense	0.52
Zotu7256	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_amorphae	0.51
Zotu7328	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.53	Mesorhizobium	0.47	Mesorhizobium_waitakense	0.19
Zotu78	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.88	Rhizobiaceae	0.88	Mesorhizobium	0.84	Mesorhizobium_metallidurans	0.57
Zotu8995	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.59	Rhizobiaceae	0.59	Mesorhizobium	0.57	Mesorhizobium_plurifarium	0.43
Zotu921	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Mesorhizobium	1	Mesorhizobium_amorphae	0.5
Zotu976	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.99	Rhizobiales	0.91	Rhizobiaceae	0.91	Mesorhizobium	0.88	Mesorhizobium_metallidurans	0.41
Zotu9813	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.98	Rhizobiales	0.98	Rhizobiaceae	0.95	Mesorhizobium	0.91	Mesorhizobium_metallidurans	0.49
Zotu984	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.85	Mesorhizobium	0.75	AsCoM_s_1288	0.26
Zotu9996	Bacteria	1	Proteobacteria	0.91	Alphaproteobacteria	0.91	Rhizobiales	0.9	Rhizobiaceae	0.87	Mesorhizobium	0.79	Mesorhizobium_waitakense	0.53
Zotu712	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Methylibium	0.83	AsCoM_s_15158	0.62
Zotu8735	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.93	Methylibium	0.25	AsCoM_s_2503	0.15
Zotu8173	Bacteria	1	Proteobacteria	0.68	Gammaproteobacteria	0.67	Burkholderiales	0.64	Methylophilaceae	0.62	Methylobacillus	0.3	AsCoM_s_495	0.29
Zotu8788	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Methylophilaceae	1	Methylobacillus	0.46	AsCoM_s_495	0.46
Zotu567	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Beijerinckiaceae	0.36	Microvirga	0.16	AsCoM_s_1373	0.09
Zotu477	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Methylophilaceae	1	MM2	0.48	AsCoM_s_1309	0.48
Zotu48	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Methylophilaceae	1	MM2	0.72	AsCoM_s_1309	0.72
Zotu483	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Methylophilaceae	1	MM2	0.73	AsCoM_s_1309	0.73
Zotu62	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Methylophilaceae	1	MM2	0.5	AsCoM_s_1309	0.5
Zotu9941	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.97	Methylophilaceae	0.95	MM2	0.59	AsCoM_s_1309	0.59
Zotu353	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Corynebacteriales	1	Mycobacteriaceae	1	Mycobacterium	1	Mycobacterium_vaccae	0.93
Zotu523	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Corynebacteriales	1	Mycobacteriaceae	1	Mycobacterium	1	Mycobacterium_helvum	0.87
Zotu1079	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.76	Neorhizobium	0.71	AsCoM_s_449	0.71
Zotu1082	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.84	Neorhizobium	0.82	AsCoM_s_449	0.77
Zotu128	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Neorhizobium	0.91	AsCoM_s_449	0.91
Zotu1314	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.99	Neorhizobium	0.56	AsCoM_s_449	0.56
Zotu1329	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.78	Neorhizobium	0.64	AsCoM_s_449	0.64
Zotu1355	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.8	Rhizobiaceae	0.8	Neorhizobium	0.71	AsCoM_s_449	0.71
Zotu1400	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.94	Neorhizobium	0.6	AsCoM_s_449	0.6
Zotu152	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.68	Rhizobiaceae	0.68	Neorhizobium	0.62	AsCoM_s_449	0.62
Zotu1558	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.83	Rhizobiaceae	0.83	Neorhizobium	0.73	AsCoM_s_449	0.73
Zotu1835	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.98	Rhizobiales	0.93	Rhizobiaceae	0.93	Neorhizobium	0.86	AsCoM_s_449	0.79
Zotu1879	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Neorhizobium	0.96	AsCoM_s_449	0.96
Zotu1934	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.97	Rhizobiaceae	0.94	Neorhizobium	0.84	AsCoM_s_449	0.84
Zotu2011	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.7	Neorhizobium	0.61	AsCoM_s_449	0.61
Zotu2281	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.99	Neorhizobium	0.76	AsCoM_s_449	0.76
Zotu249	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.82	Neorhizobium	0.76	AsCoM_s_449	0.76
Zotu25	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.85	Rhizobiaceae	0.85	Neorhizobium	0.77	AsCoM_s_449	0.77
Zotu258	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.92	Rhizobiaceae	0.92	Neorhizobium	0.79	Neorhizobium_galegae	0.42
Zotu26	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.94	Neorhizobium	0.86	AsCoM_s_449	0.86
Zotu278	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.81	Rhizobiaceae	0.81	Neorhizobium	0.69	Neorhizobium_galegae	0.35
Zotu31	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.94	Neorhizobium	0.86	AsCoM_s_449	0.86
Zotu366	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.92	Rhizobiaceae	0.92	Neorhizobium	0.79	Neorhizobium_galegae	0.42
Zotu3767	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.98	Rhizobiales	0.98	Rhizobiaceae	0.98	Neorhizobium	0.91	AsCoM_s_449	0.85
Zotu4	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Neorhizobium	0.98	AsCoM_s_449	0.98
Zotu401	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Neorhizobium	0.66	AsCoM_s_449	0.66
Zotu498	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.71	Rhizobiaceae	0.71	Neorhizobium	0.62	AsCoM_s_449	0.62
Zotu595	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.83	Rhizobiaceae	0.83	Neorhizobium	0.75	AsCoM_s_449	0.75
Zotu6256	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.95	Rhizobiales	0.94	Rhizobiaceae	0.94	Neorhizobium	0.81	AsCoM_s_449	0.81
Zotu655	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiaceae	0.98	Neorhizobium	0.84	Neorhizobium_galegae	0.45
Zotu68	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.97	Rhizobiaceae	0.97	Neorhizobium	0.89	AsCoM_s_449	0.89
Zotu761	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Neorhizobium	0.96	AsCoM_s_449	0.96
Zotu77	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Neorhizobium	0.98	AsCoM_s_449	0.49
Zotu775	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.76	Rhizobiaceae	0.75	Neorhizobium	0.68	AsCoM_s_449	0.64
Zotu81	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.89	Rhizobiaceae	0.89	Neorhizobium	0.81	AsCoM_s_449	0.81
Zotu82	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.99	Rhizobiales	0.99	Rhizobiaceae	0.99	Neorhizobium	0.89	AsCoM_s_449	0.89
Zotu9202	Bacteria	1	Proteobacteria	0.88	Alphaproteobacteria	0.88	Rhizobiales	0.88	Rhizobiaceae	0.86	Neorhizobium	0.7	AsCoM_s_449	0.7
Zotu9758	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Neorhizobium	0.95	AsCoM_s_449	0.95
Zotu9802	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Neorhizobium	0.96	AsCoM_s_449	0.96
Zotu607	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	AsCoM_f_2	1	Nordella	1	AsCoM_s_115	1
Zotu685	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	AsCoM_f_2	1	Nordella	1	AsCoM_s_115	1
Zotu1005	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.72	Noviherbaspirillum	0.28	AsCoM_s_12738	0.28
Zotu1163	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.59	Noviherbaspirillum	0.39	AsCoM_s_12738	0.38
Zotu142	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	1	Noviherbaspirillum	0.96	AsCoM_s_12738	0.85
